"序号","一级目录","二级目录","文档标题","上线批次","上线状态","语言","文档ID","正式域名URL","GitHub Pages预览URL","新帮助中心路径","源码路径","旧帮助中心目录","旧帮助中心标题","是否有附件","附件数量","附件是否已本地化","语言覆盖","对应语言文档ID","对应语言正式URL","是否目录入口文档","是否需要业务复核","复核原因","复核负责人","复核结论","维护方式","最后更新时间","备注"
"85","OP Card 常见 FAQ","支持 Google Pay FAQ","OPCard 支持哪些支付场景？","2026-07-08 帮助中心上线","待上线","中文","op-card-faq/google-pay-faq/opcard-google-pay-scenarios","https://support.oceanpayment.com/docs/op-card-faq/google-pay-faq/opcard-google-pay-scenarios/","https://keaton1167.github.io/oceanpayment-help-center/docs/op-card-faq/google-pay-faq/opcard-google-pay-scenarios/","/docs/op-card-faq/google-pay-faq/opcard-google-pay-scenarios/","docs/op-card-faq/google-pay-faq/opcard-google-pay-scenarios/index.mdx","OPCard 支持Google Pay FAQ","OPCard 支持哪些支付场景？","否","0","不涉及","中文-only","","","否","否","","","","过渡期人工维护","2026/07/06","仅中文站上线"
"86","OP Card 常见 FAQ","支持 Google Pay FAQ","如何将 OPCard 添加到 Google Wallet？","2026-07-08 帮助中心上线","待上线","中文","op-card-faq/google-pay-faq/add-opcard-to-google-wallet","https://support.oceanpayment.com/docs/op-card-faq/google-pay-faq/add-opcard-to-google-wallet/","https://keaton1167.github.io/oceanpayment-help-center/docs/op-card-faq/google-pay-faq/add-opcard-to-google-wallet/","/docs/op-card-faq/google-pay-faq/add-opcard-to-google-wallet/","docs/op-card-faq/google-pay-faq/add-opcard-to-google-wallet/index.mdx","OPCard 支持Google Pay FAQ","如何将 OPCard 添加到 Google Wallet？","否","0","不涉及","中文-only","","","否","否","","","","过渡期人工维护","2026/07/06","仅中文站上线"
"87","OP Card 常见 FAQ","支持 Google Pay FAQ","OPCard 是否支持 Google Pay？","2026-07-08 帮助中心上线","待上线","中文","op-card-faq/google-pay-faq/opcard-google-pay-support","https://support.oceanpayment.com/docs/op-card-faq/google-pay-faq/opcard-google-pay-support/","https://keaton1167.github.io/oceanpayment-help-center/docs/op-card-faq/google-pay-faq/opcard-google-pay-support/","/docs/op-card-faq/google-pay-faq/opcard-google-pay-support/","docs/op-card-faq/google-pay-faq/opcard-google-pay-support/index.mdx","OPCard 支持Google Pay FAQ","OPCard 是否支持 Google Pay？","否","0","不涉及","中文-only","","","否","否","","","","过渡期人工维护","2026/07/06","仅中文站上线"
"88","OP Card 常见 FAQ","支持 Google Pay FAQ","手机丢失或被盗后该怎么办？","2026-07-08 帮助中心上线","待上线","中文","op-card-faq/google-pay-faq/lost-or-stolen-phone-google-pay","https://support.oceanpayment.com/docs/op-card-faq/google-pay-faq/lost-or-stolen-phone-google-pay/","https://keaton1167.github.io/oceanpayment-help-center/docs/op-card-faq/google-pay-faq/lost-or-stolen-phone-google-pay/","/docs/op-card-faq/google-pay-faq/lost-or-stolen-phone-google-pay/","docs/op-card-faq/google-pay-faq/lost-or-stolen-phone-google-pay/index.mdx","OPCard 支持Google Pay FAQ","手机丢失或被盗后该怎么办？","否","0","不涉及","中文-only","","","否","否","","","","过渡期人工维护","2026/07/06","仅中文站上线"
"89","OP Card 常见 FAQ","支持 Google Pay FAQ","如何暂停或注销我的卡片？","2026-07-08 帮助中心上线","待上线","中文","op-card-faq/google-pay-faq/suspend-or-cancel-card","https://support.oceanpayment.com/docs/op-card-faq/google-pay-faq/suspend-or-cancel-card/","https://keaton1167.github.io/oceanpayment-help-center/docs/op-card-faq/google-pay-faq/suspend-or-cancel-card/","/docs/op-card-faq/google-pay-faq/suspend-or-cancel-card/","docs/op-card-faq/google-pay-faq/suspend-or-cancel-card/index.mdx","OPCard 支持Google Pay FAQ","如何暂停或注销我的卡片？","否","0","不涉及","中文-only","","","否","否","","","","过渡期人工维护","2026/07/06","仅中文站上线"
"90","Payment 收单常见 FAQ","常见问题","商户在Oceanpayment的资金清算","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/merchant-fund-settlement-at-oceanpayment","https://support.oceanpayment.com/docs/payment-faq/common-questions/merchant-fund-settlement-at-oceanpayment/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/merchant-fund-settlement-at-oceanpayment/","/docs/payment-faq/common-questions/merchant-fund-settlement-at-oceanpayment/","docs/payment-faq/common-questions/merchant-fund-settlement-at-oceanpayment/index.mdx","Payment收单常见问题","商户在Oceanpayment的资金清算","否","0","不涉及","中英文均有","payment-faq/common-questions/merchant-fund-settlement-at-oceanpayment","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/merchant-fund-settlement-at-oceanpayment/","否","否","","","","过渡期人工维护","2026/07/06",""
"91","Payment 收单常见 FAQ","常见问题","交易/结算流程中的币种换算说明","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/currency-conversion-in-transaction-settlement","https://support.oceanpayment.com/docs/payment-faq/common-questions/currency-conversion-in-transaction-settlement/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/currency-conversion-in-transaction-settlement/","/docs/payment-faq/common-questions/currency-conversion-in-transaction-settlement/","docs/payment-faq/common-questions/currency-conversion-in-transaction-settlement/index.mdx","Payment收单常见问题","交易/结算流程中的币种换算说明","否","0","不涉及","中英文均有","payment-faq/common-questions/currency-conversion-in-transaction-settlement","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/currency-conversion-in-transaction-settlement/","否","否","","","","过渡期人工维护","2026/07/06",""
"92","Payment 收单常见 FAQ","常见问题","Klarna 争议生命周期介绍","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/klarna-dispute-lifecycle","https://support.oceanpayment.com/docs/payment-faq/common-questions/klarna-dispute-lifecycle/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/klarna-dispute-lifecycle/","/docs/payment-faq/common-questions/klarna-dispute-lifecycle/","docs/payment-faq/common-questions/klarna-dispute-lifecycle/index.mdx","Payment收单常见问题","Klarna 争议生命周期介绍","否","0","不涉及","中英文均有","payment-faq/common-questions/klarna-dispute-lifecycle","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/klarna-dispute-lifecycle/","否","否","","","","过渡期人工维护","2026/07/06",""
"93","Payment 收单常见 FAQ","常见问题","Visa、MasterCard退款处理规则更新","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/visa-mastercard-refund-rules-update","https://support.oceanpayment.com/docs/payment-faq/common-questions/visa-mastercard-refund-rules-update/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/visa-mastercard-refund-rules-update/","/docs/payment-faq/common-questions/visa-mastercard-refund-rules-update/","docs/payment-faq/common-questions/visa-mastercard-refund-rules-update/index.mdx","Payment收单常见问题","Visa、MasterCard退款处理规则更新","否","0","不涉及","中英文均有","payment-faq/common-questions/visa-mastercard-refund-rules-update","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/visa-mastercard-refund-rules-update/","否","否","","","","过渡期人工维护","2026/07/06",""
"94","Payment 收单常见 FAQ","常见问题","受管控国家、地区与交易币种清单","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/restricted-countries-regions-currencies","https://support.oceanpayment.com/docs/payment-faq/common-questions/restricted-countries-regions-currencies/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/restricted-countries-regions-currencies/","/docs/payment-faq/common-questions/restricted-countries-regions-currencies/","docs/payment-faq/common-questions/restricted-countries-regions-currencies/index.mdx","Payment收单常见问题","受管控国家、地区与交易币种清单","否","0","不涉及","中文-only","","","否","否","","","","过渡期人工维护","2026/07/06","仅中文站上线"
"95","Payment 收单常见 FAQ","常见问题","为什么会收到高风险订单警报邮件？如何处理？","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/high-risk-order-alert-email","https://support.oceanpayment.com/docs/payment-faq/common-questions/high-risk-order-alert-email/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/high-risk-order-alert-email/","/docs/payment-faq/common-questions/high-risk-order-alert-email/","docs/payment-faq/common-questions/high-risk-order-alert-email/index.mdx","Payment收单常见问题","为什么会收到高风险订单警报邮件？如何处理？","是","1","是","中英文均有","payment-faq/common-questions/high-risk-order-alert-email","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/high-risk-order-alert-email/","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"96","Payment 收单常见 FAQ","常见问题","Bancontact品牌升级的相关事宜","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/bancontact-brand-upgrade","https://support.oceanpayment.com/docs/payment-faq/common-questions/bancontact-brand-upgrade/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/bancontact-brand-upgrade/","/docs/payment-faq/common-questions/bancontact-brand-upgrade/","docs/payment-faq/common-questions/bancontact-brand-upgrade/index.mdx","Payment收单常见问题","Bancontact品牌升级的相关事宜","否","0","不涉及","中文-only","","","否","否","","","","过渡期人工维护","2026/07/06","仅中文站上线"
"97","Payment 收单常见 FAQ","常见问题","什么是拒付/伪冒/调单订单？该如何处理？","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/chargeback-fraud-retrieval-orders","https://support.oceanpayment.com/docs/payment-faq/common-questions/chargeback-fraud-retrieval-orders/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/chargeback-fraud-retrieval-orders/","/docs/payment-faq/common-questions/chargeback-fraud-retrieval-orders/","docs/payment-faq/common-questions/chargeback-fraud-retrieval-orders/index.mdx","Payment收单常见问题","什么是拒付/伪冒/调单订单？该如何处理？","是","1","是","中英文均有","payment-faq/common-questions/chargeback-fraud-retrieval-orders","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/chargeback-fraud-retrieval-orders/","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"98","Payment 收单常见 FAQ","常见问题","MasterCard 潜在欺诈商户管控规则介绍","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/mastercard-potential-scam-merchant-monitoring","https://support.oceanpayment.com/docs/payment-faq/common-questions/mastercard-potential-scam-merchant-monitoring/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/mastercard-potential-scam-merchant-monitoring/","/docs/payment-faq/common-questions/mastercard-potential-scam-merchant-monitoring/","docs/payment-faq/common-questions/mastercard-potential-scam-merchant-monitoring/index.mdx","Payment收单常见问题","MasterCard 潜在欺诈商户管控规则介绍","否","0","不涉及","中文-only","","","否","否","","","","过渡期人工维护","2026/07/06","仅中文站上线"
"99","Payment 收单常见 FAQ","常见问题","Afterpay 限额介绍","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/afterpay-limit-introduction","https://support.oceanpayment.com/docs/payment-faq/common-questions/afterpay-limit-introduction/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/afterpay-limit-introduction/","/docs/payment-faq/common-questions/afterpay-limit-introduction/","docs/payment-faq/common-questions/afterpay-limit-introduction/index.mdx","Payment收单常见问题","Afterpay 限额介绍","否","0","不涉及","中文-only","","","否","否","","","","过渡期人工维护","2026/07/06","仅中文站上线"
"100","Payment 收单常见 FAQ","常见问题","Visa VIRP规则介绍","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/visa-virp-rules","https://support.oceanpayment.com/docs/payment-faq/common-questions/visa-virp-rules/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/visa-virp-rules/","/docs/payment-faq/common-questions/visa-virp-rules/","docs/payment-faq/common-questions/visa-virp-rules/index.mdx","Payment收单常见问题","Visa VIRP规则介绍","否","0","不涉及","中文-only","","","否","否","","","","过渡期人工维护","2026/07/06","仅中文站上线"
"101","Payment 收单常见 FAQ","常见问题","Visa VAMP考核计划","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/visa-vamp-program","https://support.oceanpayment.com/docs/payment-faq/common-questions/visa-vamp-program/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/visa-vamp-program/","/docs/payment-faq/common-questions/visa-vamp-program/","docs/payment-faq/common-questions/visa-vamp-program/index.mdx","Payment收单常见问题","Visa VAMP考核计划","否","0","不涉及","中文-only","","","否","否","","","","过渡期人工维护","2026/07/06","仅中文站上线"
"102","Payment 收单常见 FAQ","常见问题","英国对 Klarna 广告的监管要求","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/uk-klarna-advertising-requirements","https://support.oceanpayment.com/docs/payment-faq/common-questions/uk-klarna-advertising-requirements/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/uk-klarna-advertising-requirements/","/docs/payment-faq/common-questions/uk-klarna-advertising-requirements/","docs/payment-faq/common-questions/uk-klarna-advertising-requirements/index.mdx","Payment收单常见问题","英国对 Klarna 广告的监管要求","否","0","不涉及","中英文均有","payment-faq/common-questions/uk-klarna-advertising-requirements","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/uk-klarna-advertising-requirements/","否","否","","","","过渡期人工维护","2026/07/06",""
"103","Payment 收单常见 FAQ","常见问题","Afterpay针对Shopify网站的支付插件安装介绍","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/afterpay-shopify-plugin-installation","https://support.oceanpayment.com/docs/payment-faq/common-questions/afterpay-shopify-plugin-installation/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/afterpay-shopify-plugin-installation/","/docs/payment-faq/common-questions/afterpay-shopify-plugin-installation/","docs/payment-faq/common-questions/afterpay-shopify-plugin-installation/index.mdx","Payment收单常见问题","Afterpay针对Shopify网站的支付插件安装介绍","否","0","不涉及","中文-only","","","否","否","","","","过渡期人工维护","2026/07/06","仅中文站上线"
"104","Payment 收单常见 FAQ","常见问题","iDEAL商户运营端注意事项","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/ideal-merchant-operation-notes","https://support.oceanpayment.com/docs/payment-faq/common-questions/ideal-merchant-operation-notes/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/ideal-merchant-operation-notes/","/docs/payment-faq/common-questions/ideal-merchant-operation-notes/","docs/payment-faq/common-questions/ideal-merchant-operation-notes/index.mdx","Payment收单常见问题","iDEAL商户运营端注意事项","否","0","不涉及","中英文均有","payment-faq/common-questions/ideal-merchant-operation-notes","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/ideal-merchant-operation-notes/","否","否","","","","过渡期人工维护","2026/07/06",""
"105","Payment 收单常见 FAQ","常见问题","Klarna挪威市场更新","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/klarna-norway-market-update","https://support.oceanpayment.com/docs/payment-faq/common-questions/klarna-norway-market-update/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/klarna-norway-market-update/","/docs/payment-faq/common-questions/klarna-norway-market-update/","docs/payment-faq/common-questions/klarna-norway-market-update/index.mdx","Payment收单常见问题","Klarna挪威市场更新","否","0","不涉及","中英文均有","payment-faq/common-questions/klarna-norway-market-update","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/klarna-norway-market-update/","否","否","","","","过渡期人工维护","2026/07/06",""
"106","Payment 收单常见 FAQ","常见问题","Klarna争议改善指南","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/klarna-dispute-improvement-guide","https://support.oceanpayment.com/docs/payment-faq/common-questions/klarna-dispute-improvement-guide/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/klarna-dispute-improvement-guide/","/docs/payment-faq/common-questions/klarna-dispute-improvement-guide/","docs/payment-faq/common-questions/klarna-dispute-improvement-guide/index.mdx","Payment收单常见问题","Klarna争议改善指南","否","0","不涉及","中英文均有","payment-faq/common-questions/klarna-dispute-improvement-guide","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/klarna-dispute-improvement-guide/","否","否","","","","过渡期人工维护","2026/07/06",""
"107","Payment 收单常见 FAQ","常见问题","Klarna消费者端账单展示","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/klarna-consumer-bill-sample","https://support.oceanpayment.com/docs/payment-faq/common-questions/klarna-consumer-bill-sample/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/klarna-consumer-bill-sample/","/docs/payment-faq/common-questions/klarna-consumer-bill-sample/","docs/payment-faq/common-questions/klarna-consumer-bill-sample/index.mdx","Payment收单常见问题","Klarna消费者端账单展示","是","1","是","中英文均有","payment-faq/common-questions/klarna-consumer-bill-sample","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/klarna-consumer-bill-sample/","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"108","Payment 收单常见 FAQ","常见问题","Oceanpayment信用卡通道支持哪些币种？","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/credit-card-channel-supported-currencies","https://support.oceanpayment.com/docs/payment-faq/common-questions/credit-card-channel-supported-currencies/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/credit-card-channel-supported-currencies/","/docs/payment-faq/common-questions/credit-card-channel-supported-currencies/","docs/payment-faq/common-questions/credit-card-channel-supported-currencies/index.mdx","Payment收单常见问题","Oceanpayment信用卡通道支持哪些币种？","否","0","不涉及","中英文均有","payment-faq/common-questions/credit-card-channel-supported-currencies","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/credit-card-channel-supported-currencies/","否","否","","","","过渡期人工维护","2026/07/06",""
"109","Payment 收单常见 FAQ","常见问题","有风险的成功交易应该怎么处理？","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/risky-successful-transaction-handling","https://support.oceanpayment.com/docs/payment-faq/common-questions/risky-successful-transaction-handling/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/risky-successful-transaction-handling/","/docs/payment-faq/common-questions/risky-successful-transaction-handling/","docs/payment-faq/common-questions/risky-successful-transaction-handling/index.mdx","Payment收单常见问题","有风险的成功交易应该怎么处理？","否","0","不涉及","中英文均有","payment-faq/common-questions/risky-successful-transaction-handling","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/risky-successful-transaction-handling/","否","否","","","","过渡期人工维护","2026/07/06",""
"110","Payment 收单常见 FAQ","常见问题","订单被风控拦截显示10000：Payment is declined，该如何处理？","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/payment-declined-10000-risk-control","https://support.oceanpayment.com/docs/payment-faq/common-questions/payment-declined-10000-risk-control/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/payment-declined-10000-risk-control/","/docs/payment-faq/common-questions/payment-declined-10000-risk-control/","docs/payment-faq/common-questions/payment-declined-10000-risk-control/index.mdx","Payment收单常见问题","订单被风控拦截显示10000：Payment is declined，该如何处理？","否","0","不涉及","中英文均有","payment-faq/common-questions/payment-declined-10000-risk-control","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/payment-declined-10000-risk-control/","否","否","","","","过渡期人工维护","2026/07/06",""
"111","Payment 收单常见 FAQ","常见问题","Oceanpayment可以支持哪些结算币种？","2026-07-08 帮助中心上线","待上线","中文","payment-faq/common-questions/supported-settlement-currencies","https://support.oceanpayment.com/docs/payment-faq/common-questions/supported-settlement-currencies/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/common-questions/supported-settlement-currencies/","/docs/payment-faq/common-questions/supported-settlement-currencies/","docs/payment-faq/common-questions/supported-settlement-currencies/index.mdx","Payment收单常见问题","Oceanpayment可以支持哪些结算币种？","否","0","不涉及","中英文均有","payment-faq/common-questions/supported-settlement-currencies","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/supported-settlement-currencies/","否","否","","","","过渡期人工维护","2026/07/06",""
"112","Payment 收单常见 FAQ","信息更新专区","Mastercard 拒付考核标准","2026-07-08 帮助中心上线","待上线","中文","payment-faq/info-update/mastercard-chargeback-assessment-criteria","https://support.oceanpayment.com/docs/payment-faq/info-update/mastercard-chargeback-assessment-criteria/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/info-update/mastercard-chargeback-assessment-criteria/","/docs/payment-faq/info-update/mastercard-chargeback-assessment-criteria/","docs/payment-faq/info-update/mastercard-chargeback-assessment-criteria/index.mdx","Payment收单信息更新专区","Mastercard 拒付考核标准","是","1","是","中英文均有","payment-faq/info-update/mastercard-chargeback-assessment-criteria","https://support.oceanpayment.com/en/docs/payment-faq/info-update/mastercard-chargeback-assessment-criteria/","是","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"113","Payment 收单常见 FAQ","信息更新专区","Trustly PIS支付发起服务退出西班牙市场","2026-07-08 帮助中心上线","待上线","中文","payment-faq/info-update/trustly-pis-exits-spain","https://support.oceanpayment.com/docs/payment-faq/info-update/trustly-pis-exits-spain/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/info-update/trustly-pis-exits-spain/","/docs/payment-faq/info-update/trustly-pis-exits-spain/","docs/payment-faq/info-update/trustly-pis-exits-spain/index.mdx","Payment收单信息更新专区","Trustly PIS支付发起服务退出西班牙市场","否","0","不涉及","中文-only","","","否","否","","","","过渡期人工维护","2026/07/06","仅中文站上线"
"114","Payment 收单常见 FAQ","信息更新专区","日本《产品安全四法》修订：对日本市场商户的影响","2026-07-08 帮助中心上线","待上线","中文","payment-faq/info-update/japan-product-safety-laws-update","https://support.oceanpayment.com/docs/payment-faq/info-update/japan-product-safety-laws-update/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/info-update/japan-product-safety-laws-update/","/docs/payment-faq/info-update/japan-product-safety-laws-update/","docs/payment-faq/info-update/japan-product-safety-laws-update/index.mdx","Payment收单信息更新专区","日本《产品安全四法》修订：对日本市场商户的影响","否","0","不涉及","中文-only","","","否","否","","","","过渡期人工维护","2026/07/06","仅中文站上线"
"115","Payment 收单常见 FAQ","信息更新专区","Mastercard 拒付原因更新","2026-07-08 帮助中心上线","待上线","中文","payment-faq/info-update/mastercard-chargeback-reason-update","https://support.oceanpayment.com/docs/payment-faq/info-update/mastercard-chargeback-reason-update/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/info-update/mastercard-chargeback-reason-update/","/docs/payment-faq/info-update/mastercard-chargeback-reason-update/","docs/payment-faq/info-update/mastercard-chargeback-reason-update/index.mdx","Payment收单信息更新专区","Mastercard 拒付原因更新","是","1","是","中英文均有","payment-faq/info-update/mastercard-chargeback-reason-update","https://support.oceanpayment.com/en/docs/payment-faq/info-update/mastercard-chargeback-reason-update/","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"116","Payment 收单常见 FAQ","信息更新专区","Visa拒付管控政策（VAMP）","2026-07-08 帮助中心上线","待上线","中文","payment-faq/info-update/visa-vamp-policy","https://support.oceanpayment.com/docs/payment-faq/info-update/visa-vamp-policy/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/info-update/visa-vamp-policy/","/docs/payment-faq/info-update/visa-vamp-policy/","docs/payment-faq/info-update/visa-vamp-policy/index.mdx","Payment收单信息更新专区","Visa拒付管控政策（VAMP）","是","1","是","中英文均有","payment-faq/info-update/visa-vamp-policy","https://support.oceanpayment.com/en/docs/payment-faq/info-update/visa-vamp-policy/","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"117","Payment 收单常见 FAQ","信息更新专区","日本发布《信用卡安全指南5.0》新规定","2026-07-08 帮助中心上线","待上线","中文","payment-faq/info-update/japan-credit-card-security-guidelines-5","https://support.oceanpayment.com/docs/payment-faq/info-update/japan-credit-card-security-guidelines-5/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/info-update/japan-credit-card-security-guidelines-5/","/docs/payment-faq/info-update/japan-credit-card-security-guidelines-5/","docs/payment-faq/info-update/japan-credit-card-security-guidelines-5/index.mdx","Payment收单信息更新专区","日本发布《信用卡安全指南5.0》新规定","否","0","不涉及","中英文均有","payment-faq/info-update/japan-credit-card-security-guidelines-5","https://support.oceanpayment.com/en/docs/payment-faq/info-update/japan-credit-card-security-guidelines-5/","否","否","","","","过渡期人工维护","2026/07/06",""
"118","Payment 收单常见 FAQ","账户划款、提现、代付指引","如何掌握账户资金动态并进行对账？","2026-07-08 帮助中心上线","待上线","中文","payment-faq/account-transfer/account-funds-and-reconciliation","https://support.oceanpayment.com/docs/payment-faq/account-transfer/account-funds-and-reconciliation/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/account-transfer/account-funds-and-reconciliation/","/docs/payment-faq/account-transfer/account-funds-and-reconciliation/","docs/payment-faq/account-transfer/account-funds-and-reconciliation/index.mdx","账户划款、提现、代付指引","如何掌握账户资金动态并进行对账？","是","1","是","中英文均有","payment-faq/account-transfer/account-funds-and-reconciliation","https://support.oceanpayment.com/en/docs/payment-faq/account-transfer/account-funds-and-reconciliation/","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"119","Payment 收单常见 FAQ","账户划款、提现、代付指引","OPCCOUNT平台操作手册-2026-4-23","2026-07-08 帮助中心上线","待上线","中文","payment-faq/account-transfer/opccount-platform-manual","https://support.oceanpayment.com/docs/payment-faq/account-transfer/opccount-platform-manual/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/account-transfer/opccount-platform-manual/","/docs/payment-faq/account-transfer/opccount-platform-manual/","docs/payment-faq/account-transfer/opccount-platform-manual/index.mdx","","","否","0","不涉及","中文-only","","","否","是","旧站来源/备注需复核","","","过渡期人工维护","2026/07/06","旧站来源待补充或非迁移审计直接匹配, 仅中文站上线"
"120","Payment 收单常见 FAQ","账户划款、提现、代付指引","成功交易资金如何进行结算？","2026-07-08 帮助中心上线","待上线","中文","payment-faq/account-transfer/successful-transaction-settlement","https://support.oceanpayment.com/docs/payment-faq/account-transfer/successful-transaction-settlement/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/account-transfer/successful-transaction-settlement/","/docs/payment-faq/account-transfer/successful-transaction-settlement/","docs/payment-faq/account-transfer/successful-transaction-settlement/index.mdx","账户划款、提现、代付指引","成功交易资金如何进行结算？","是","1","是","中英文均有","payment-faq/account-transfer/successful-transaction-settlement","https://support.oceanpayment.com/en/docs/payment-faq/account-transfer/successful-transaction-settlement/","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"121","产品与服务","Oceanpayment 产品与服务","Recurring Payment Introduction","2026-07-08 帮助中心上线","待上线","英文","products-services/oceanpayment-products/oceanpayment-recurring-introduction","https://support.oceanpayment.com/en/docs/products-services/oceanpayment-products/oceanpayment-recurring-introduction/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/products-services/oceanpayment-products/oceanpayment-recurring-introduction/","/en/docs/products-services/oceanpayment-products/oceanpayment-recurring-introduction/","i18n/en/docusaurus-plugin-content-docs/current/products-services/oceanpayment-products/oceanpayment-recurring-introduction/index.mdx","Credit Card Acquiring FAQs","Recurring Payment Introduction","是","1","是","中英文均有","products-services/oceanpayment-products/oceanpayment-recurring-introduction","https://support.oceanpayment.com/docs/products-services/oceanpayment-products/oceanpayment-recurring-introduction/","是","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
